Hugo_Symbol	Entrez_Gene_Id	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01
FAM74A4	401508	-4.6709	-4.6709	-4.6709	-4.6709	-4.6709	-4.6709	-4.6709	-4.6709	-4.6709	-0.2369
FAM75A2	642265	-0.3591	-1.652	-1.652	-1.652	-1.652	-0.0695	-1.652	-1.652	-1.652	-1.652
FAM75A3	727830	-2.2963	-2.2963	-2.2963	-2.2963	-2.2963	-2.2963	-2.2963	-2.2963	-2.2963	-2.2963
FAM75A5	727905	-3.7073	-3.7073	-3.7073	-3.7073	-3.7073	-3.7073	-3.7073	-3.7073	-3.7073	-3.7073
FAM75A6	389730	-5.0583	-5.0583	-5.0583	-5.0583	-5.0583	-5.0583	-5.0583	-1.0	-5.0583	-5.0583
FAM75C1	441452	1.5819	-0.7879	-1.1195	-2.1357	1.9467	-0.3436	0.969	0.3798	1.5677	0.8694
FAM76A	199870	0.3575	0.6225	0.2379	0.022	-0.8923	-1.3518	1.3621	-0.4831	-0.7622	-2.3336
FAM76B	143684	-0.4725	-0.1334	-0.6485	0.814	0.2065	0.4824	-0.2752	0.5807	-0.9819	-0.7903
FAM78A	286336	-0.0906	-0.4187	-1.1811	-0.2568	0.3864	-0.1404	-0.3254	0.8552	-0.2972	-0.0075
FAM78B	149297	-0.2846	0.5915	0.0747	0.4596	0.4199	-0.4325	0.4315	0.1482	0.7013	-1.2885
FAM7A2	100288380	-1.4073	-0.59	-2.1819	0.4311	-2.1819	0.2633	1.8185	-0.4609	-2.1819	0.8053
FAM7A3	89837	-0.2658	-0.2145	-0.7358	1.4068	1.1123	1.2917	-0.6623	-0.4651	-0.2922	-0.315
FAM81A	145773	1.0594	0.8625	-1.2134	1.1762	-0.9527	1.6278	0.2135	0.0076	-0.6249	-1.5885
FAM81B	153643	0.9857	0.0756	-0.9602	1.3026	-0.6345	1.1801	0.0028	0.0009	0.7314	1.6634
FAM82A1	151393	-0.1431	-0.2552	-1.2703	1.0114	0.6325	1.086	0.5063	0.5763	-0.0721	-2.0154
FAM82A2	55177	0.2866	0.2869	-0.3008	-0.1677	-0.375	0.502	0.2687	-0.1528	-1.0314	-0.6299
FAM82B	51115	0.3024	0.3581	-1.5106	0.2056	-0.5191	-0.4899	0.2807	-0.1579	-0.3835	0.5283
FAM83A	84985	-0.1201	-0.4297	1.6914	0.0311	0.7564	-0.0174	0.0237	-0.0813	0.1806	-0.3183
FAM83B	222584	0.7755	0.8125	-0.9116	0.5781	0.0447	0.9177	0.4314	0.5464	0.8422	-0.4507
FAM83C	128876	1.9517	0.7497	-0.038	0.7969	1.14	-0.3715	-1.51	1.3669	1.1556	-1.1767
FAM83D	81610	0.3872	-0.224	0.4107	0.3463	-0.3699	-0.0234	-0.0986	0.3136	-0.4081	0.4639
FAM83E	54854	0.917	0.1635	0.33	0.1425	-0.8622	0.4857	0.8517	0.8774	0.883	-0.451
FAM83F	113828	0.7587	1.0834	-0.2767	-0.709	1.2032	-0.8509	0.1249	0.1007	-0.7575	-0.0881
FAM83G	644815	0.5434	0.5752	-0.2829	-0.1797	0.125	0.2451	0.9941	0.4628	0.2453	0.4142
FAM83H	286077	0.6962	0.2124	0.1862	-0.1434	0.7007	0.2977	0.4995	0.1901	2.1641	0.9244
FAM84A	151354	1.4769	-0.3117	-0.1666	-0.7818	-0.264	2.3616	0.5341	-0.394	-0.6095	-1.8554
FAM84B	157638	-0.6837	0.3494	0.3203	-0.2566	0.2337	-0.0739	-0.3039	0.0026	1.782	-1.2138
FAM86A	196483	0.2016	-0.393	0.5215	0.8894	0.2945	-0.9679	0.5098	0.0075	0.1801	-0.2154
FAM86B1	85002	-0.4755	0.0398	-1.1996	0.448	1.0286	-0.1876	-0.1386	0.2296	0.4586	1.4044
FAM86B2	653333	-0.8514	-0.3593	-0.5303	-2.3154	-0.1227	0.3074	-0.4812	0.3087	0.8544	1.0147
FAM86C	55199	0.3451	-0.3855	0.4581	0.7582	0.4031	0.0402	0.7136	1.8678	-0.4444	-0.0808
FAM86D	692099	0.6702	0.3529	1.2904	0.177	0.0751	0.7053	-0.1165	0.2058	0.4805	-0.4347
FAM89A	375061	-1.2385	0.5125	-1.13	0.3754	0.0608	0.5071	1.2105	-0.3251	0.7898	0.1628
FAM89B	23625	-0.4265	-0.5215	1.3965	0.1515	1.2361	-0.2089	0.9753	-0.5757	0.9048	1.1102
FAM8A1	51439	-0.5528	-0.2218	-1.57	0.3148	0.1523	0.5649	-0.455	0.3753	-1.0815	-2.0523
FAM90A1	55138	0.8351	-0.2883	-0.0956	1.2151	1.3177	-1.8105	-0.7262	0.0451	0.7708	1.9493
FAM90A7	441317	-2.6324	-0.6482	-2.6324	-2.6324	-2.6324	0.1145	-2.6324	-2.6324	-2.6324	-0.884
FAM91A1	157769	-0.5999	0.2879	-0.23	0.0078	0.1304	-0.1969	-0.7715	-0.0212	1.3834	-2.2356
FAM92A1	137392	-0.1887	0.4037	-0.6987	0.7608	0.5146	0.7738	-1.1086	-0.4863	-1.0127	0.0006
FAM92A3	403315	-2.1173	-2.1173	-2.1173	-2.1173	-2.1173	-2.1173	-2.1173	-2.1173	-2.1173	-2.1173
FAM92B	339145	-0.7237	-1.0884	-0.6201	-0.7438	-0.6711	0.6171	-0.3183	0.1979	-0.7838	0.757
FAM95B1	100133036	-1.0859	0.5647	-0.2986	-1.125	0.8754	1.1961	-0.2407	0.455	1.0019	-0.0833
FAM96A	84191	-1.1447	0.0295	-0.9385	0.6959	0.5607	-0.7531	-1.2196	0.467	-1.516	-1.5259
FAM96B	51647	0.9184	-0.4051	0.5075	-0.2813	-0.3924	-1.2704	-0.7904	-0.084	0.3371	0.9787
FAM98A	25940	-0.7044	-1.0875	0.2571	0.574	-0.4908	0.6918	-1.2649	-0.4729	0.1335	-1.9108
FAM98B	283742	-0.7946	-0.3627	-0.0853	0.9439	-0.1697	0.0338	-0.5687	0.6483	-1.4708	-0.6534
FAM98C	147965	0.9282	1.1662	0.62	-0.339	-0.1038	-0.5457	0.7339	-0.1216	0.3697	-0.3655
FAM99A	387742	-1.4729	-1.4729	-1.4729	-1.4729	-1.4729	-1.4729	-1.4729	-1.4729	-1.4729	-1.4729
FAM99B	100132464	-2.5308	-2.5308	-2.5308	-2.5308	-2.5308	-2.5308	-2.5308	-2.5308	-2.5308	-2.5308
FAM9A	171482	-4.0081	-4.0081	-4.0081	-4.0081	-4.0081	-4.0081	-4.0081	-4.0081	-4.0081	-4.0081
FAM9B	171483	-1.8552	-1.8552	-1.8552	-1.8552	0.8586	-1.8552	-1.8552	-0.725	-1.8552	-1.8552
FAM9C	171484	-1.7326	-1.7326	0.5344	-1.7326	-1.7326	0.6442	-0.3267	-0.8447	-1.7326	-0.1356
FANCA	2175	0.0004	0.9694	0.4692	-0.0575	-0.6118	0.0175	-0.0243	1.1665	-0.0271	1.8451
FANCB	2187	-0.8651	0.1384	0.36	0.1991	0.5449	-1.0478	-0.9088	0.8955	-0.2797	0.2635
FANCC	2176	0.3471	0.948	-1.402	-0.4402	0.6821	0.2005	-1.1962	-0.0053	0.1496	0.9232
FANCD2	2177	-0.0795	0.5491	1.4004	-0.1365	-0.595	0.7404	0.1347	0.8777	0.4444	1.287
FANCE	2178	-0.1843	-0.5227	0.7341	-0.4827	-0.1089	0.54	-0.0598	-0.1487	-1.0391	3.3835
FANCF	2188	-0.1792	-0.159	-1.6746	-0.2523	-0.0298	-0.0364	0.4696	0.7349	-0.5004	0.2519
FANCG	2189	0.0595	0.1871	0.531	-0.4668	0.5525	-1.0842	-0.0677	0.0084	0.3247	1.6422
FANCI	55215	-0.2515	0.0783	0.7866	0.6173	-0.0868	0.0546	-1.233	0.6326	-0.8414	1.5984
FANCL	55120	0.2549	0.4449	-0.5882	0.4669	-0.1789	0.2399	-0.1414	-0.4581	-0.0839	0.3915
FANCM	57697	-0.3524	-1.0995	0.1668	0.8892	0.0356	-0.0569	-1.1063	0.9997	-0.5796	-1.1541
FANK1	92565	-0.4035	0.9648	0.2689	1.3798	-0.1166	0.1484	0.9911	-0.208	1.6463	0.3045
FAP	2191	-0.3399	-0.3201	0.6296	0.8628	0.6874	0.4996	0.3572	0.079	-0.2118	-0.2147
FAR1	84188	0.9641	-0.2531	-0.7805	0.0636	-0.728	0.7524	1.3847	-0.3807	0.4423	-1.3572
FAR2	55711	-0.6245	-0.0476	-1.6619	0.5406	-0.2538	0.2929	0.2785	1.1459	0.7703	-0.6233
FARP1	10160	-0.4592	0.6965	0.0279	0.607	1.3972	0.7933	0.4436	-0.1542	0.2598	1.2781
FARP2	9855	1.1028	0.5015	-3.8197	-0.0546	-0.1629	-0.5818	1.2632	0.013	1.4522	-1.1978
FARS2	10667	0.1011	-0.7635	-0.5041	0.9931	-0.1756	-0.3259	0.6975	-0.6322	-0.1739	0.1906
FARSA	2193	0.4048	-0.548	-0.3779	0.2037	-0.1972	0.0918	-0.3395	-0.3863	0.2954	-0.6062
FARSB	10056	-0.1712	-0.2999	0.9245	0.3308	-0.7369	-1.0719	0.2062	-0.3445	0.2056	-0.3008
FAS	355	1.3913	-0.3635	-0.9084	0.6207	-0.6509	0.3517	0.4129	-0.1775	-0.7874	1.4384
FASLG	356	-0.5186	-0.1732	-1.7664	-0.0594	0.2902	-0.5853	-0.8704	0.6639	-1.3241	0.0542
FASN	2194	-0.6867	-0.4754	0.8661	3.3663	0.4078	-0.2294	0.1853	0.8761	0.292	1.3819
FASTK	10922	0.0827	-0.1065	1.0263	-0.0855	-0.2493	-0.0911	0.2432	0.0722	-0.0429	1.1838
FASTKD1	79675	-1.0703	-0.6005	-1.5634	2.2356	-0.5042	0.2812	1.3198	0.8026	-0.1644	-0.9552
FASTKD2	22868	-0.7034	-2.1436	-0.9005	0.5749	-0.5447	1.2585	0.8481	-0.4968	-0.5427	-0.2197
FASTKD3	79072	-0.7377	-1.5222	-1.6527	-0.0455	-1.1305	0.5466	-0.1652	1.3139	0.0641	-1.2458
FASTKD5	60493	0.1281	-2.0259	-2.8605	0.2267	-0.4296	1.4569	-0.3079	1.6019	-1.0445	-0.1849
FAT1	2195	-0.0714	-0.0295	-0.3709	-0.1689	-0.374	0.8969	1.1536	0.3889	0.4587	0.8747
FAT2	2196	-0.5818	-0.6961	-0.2316	0.4201	0.0039	-0.0389	-0.6702	0.3813	0.4233	5.0604
FAT3	120114	-1.1265	-0.0179	1.6706	0.8923	0.6976	1.0329	0.4416	-0.3066	0.1662	1.6898
FAT4	79633	0.1117	-0.4864	-0.8508	-0.0098	-0.1883	0.6922	0.2362	0.4799	-0.3797	-0.668
FATE1	89885	-0.3369	1.6556	0.6287	-0.7184	-0.6135	-1.777	0.2087	0.0437	0.0698	-0.1243
FAU	2197	0.2655	-0.7649	0.9574	-0.7778	0.2742	-0.4514	-0.5694	-0.9306	0.0235	1.5602
FBF1	85302	-0.5314	-0.1638	-0.4287	-1.2956	-0.5558	0.7343	0.282	0.372	-0.1146	1.0152
FBL	2091	0.2578	-1.5801	0.4914	-0.1493	-0.2594	-0.7868	-0.8555	-0.1549	0.4891	0.2403
FBLIM1	54751	0.3339	0.4722	0.2337	0.4439	0.4663	-0.4015	0.479	0.792	-0.0741	-1.1878
FBLL1	345630	-0.058	0.0386	0.1386	-0.5625	0.1927	0.1328	-0.3638	0.583	0.0336	-1.15
FBLN1	2192	0.31	-0.8153	-0.1219	0.2797	0.3299	1.1322	0.4024	-0.0003	-0.9514	-0.5284
FBLN2	2199	-0.0609	-0.6381	0.7116	0.6742	-0.0089	0.5781	0.7039	0.0672	-0.2618	-0.0231
FBLN5	10516	0.056	0.1024	-0.5666	-0.3074	0.6901	0.9377	-0.22	1.1481	-0.8249	-1.3453
FBLN7	129804	-0.398	-0.302	0.5766	-0.3944	0.1162	-0.1318	-0.3194	-0.123	-0.709	0.4537
FBN1	2200	-0.39	-0.4639	0.3928	0.8496	0.1098	0.5503	0.4757	0.3363	0.0248	-0.5054
FBN2	2201	-0.04	-1.1207	-0.2212	0.8344	-0.147	0.1903	0.211	-0.2466	0.3243	0.4542
FBN3	84467	-1.0889	-0.3862	-1.0889	-0.5185	0.3443	-1.0889	-0.6755	0.2786	-0.2207	1.5296
FBP1	2203	1.7036	0.1058	-0.5493	0.048	-0.5348	1.0347	1.2499	-0.2134	0.3823	-1.6613
FBP2	8789	1.8298	-0.0621	-1.3845	-1.3845	-0.3462	-0.9723	-0.9948	0.8028	-1.0859	-1.3845
FBRS	64319	-0.3345	-0.3386	-0.1036	-0.1345	-0.0788	0.4313	0.7758	0.6778	0.2618	2.7655
FBRSL1	57666	0.2022	-0.715	-0.2529	-0.7531	0.3795	0.1741	0.5736	0.7888	-0.4542	0.0155
FBXL12	54850	1.2507	-0.2414	-1.1572	0.311	-0.0212	0.7551	0.2292	-0.2897	1.1318	-0.6098
FBXL13	222235	-0.3884	-0.0126	1.1148	-0.9761	0.4108	0.0808	-0.8232	-0.1265	0.7197	-0.134
FBXL14	144699	0.7414	-0.7751	-1.8371	0.7395	0.03	0.2386	-0.5326	1.3813	0.8193	2.0062
FBXL15	79176	0.5292	-0.0575	-0.3381	-0.1651	0.0998	0.0098	0.3357	0.0849	0.5025	0.9779
FBXL16	146330	-0.3477	0.5172	0.3121	-0.7726	-0.0844	-1.1507	-0.0356	0.5592	0.6677	-1.0652
FBXL17	64839	-0.4778	-0.5802	0.3032	0.0147	-0.5635	0.6593	-0.1996	-0.1063	-0.066	-1.2014
FBXL18	80028	-1.7183	-1.2937	1.3939	-0.0453	-0.1464	-0.3575	1.104	0.8514	-0.6474	1.5699
FBXL19	54620	0.2917	0.0952	-0.5684	0.4175	0.3151	0.5961	0.6164	0.9549	1.1902	2.0335
FBXL20	84961	1.1686	0.0265	-1.4898	-0.5991	0.0491	-0.0156	-0.1636	1.0779	0.4128	1.2126
FBXL21	26223	-1.0034	-1.0034	-1.0034	-1.0034	-1.0034	-1.0034	-1.0034	-0.2108	-1.0034	-1.0034
FBXL22	283807	-0.7884	-0.5815	-2.0849	1.7849	-0.4679	0.6484	0.7304	-0.1007	0.0048	-0.4253
FBXL2	25827	-0.1941	0.1604	1.537	-2.1666	0.3863	0.4305	0.1582	-0.0723	0.9682	0.1518
FBXL3	26224	-0.5411	-1.7019	0.1962	0.4447	0.8232	-0.0053	-1.0534	0.7312	-0.514	-1.1808
FBXL4	26235	-0.0041	0.4385	-0.218	0.0249	0.2776	-0.4797	-1.4146	0.7762	-0.3345	-2.1577
FBXL5	26234	0.0024	-0.2203	0.9573	-0.9943	-0.6123	0.5338	-0.3711	-0.1534	-0.2552	-1.346
FBXL6	26233	0.1357	0.4633	0.2855	0.2235	-0.1018	-0.8827	0.2368	0.5557	2.7059	0.4836
FBXL7	23194	-0.0687	-0.2577	0.2639	0.622	0.1684	0.667	0.252	-0.0288	-0.6807	-0.877
FBXL8	55336	0.3526	0.6986	-0.4779	0.322	-0.0111	-0.163	1.3759	0.5549	0.975	1.4463
FBXO10	26267	-0.4774	-1.3197	-0.8787	0.06	0.694	0.7366	-0.0667	-0.1233	0.0085	-0.3993
FBXO11	80204	-0.9024	-0.2132	-0.0906	-0.593	-0.0876	-0.0625	-0.3027	-0.4649	-0.9713	-0.3055
FBXO15	201456	-0.6129	0.6807	-0.9631	-1.3042	-0.8841	-0.9063	-1.0998	-0.2665	0.0364	1.9136
FBXO16	157574	0.2532	0.5061	-0.2036	0.2204	-0.2596	0.4242	0.309	0.3799	0.3137	-0.0636
FBXO17	115290	-0.364	0.2397	-0.0044	-0.0797	0.5769	0.8777	-0.1393	-0.2314	-0.4004	0.7719
FBXO18	84893	0.2063	-0.364	-0.5965	-0.027	1.2255	-0.6851	-0.188	-0.416	0.4093	-0.459
FBXO21	23014	0.4975	0.5693	-1.6503	-1.4346	0.5072	-0.4737	-0.2296	0.1889	-0.1946	-0.9863
FBXO22	26263	0.1	0.6779	-0.269	0.3782	-0.2749	1.6389	-1.1461	-1.0825	-2.256	-0.1347
FBXO2	26232	-0.1155	-0.2022	1.8635	-1.1053	0.8488	-0.9742	0.3278	0.3976	0.2133	-0.3495
FBXO22-AS1	692224	0.9361	1.0796	0.258	0.7978	-0.2069	1.042	-0.2207	-0.0327	-0.6053	0.8329
FBXO24	26261	-0.6339	0.6317	0.0695	-0.5958	-0.2689	-0.4642	-1.3067	0.0	-0.0428	3.9006
FBXO25	26260	0.3182	-0.3137	-2.241	-0.6165	0.5305	0.2911	-1.0496	0.2601	-0.4579	1.1947
FBXO27	126433	-0.1409	0.7382	1.0074	-0.2698	0.1289	0.5745	0.0792	0.0757	-0.374	-1.6736
FBXO28	23219	-1.0259	-0.3888	-0.4105	0.4227	-0.3764	0.4137	0.4803	0.3952	0.7723	-0.8206
FBXO30	84085	-1.2678	-0.5362	-0.7391	0.0127	0.9444	-0.2434	-0.9335	0.7799	-1.1838	-1.4304
FBXO31	79791	0.1017	-0.2344	-1.6129	-0.6514	0.3957	0.6218	-0.871	0.044	0.2062	0.7111
FBXO32	114907	-0.2432	-0.2229	0.5149	-0.1782	0.447	0.7385	-0.2062	-0.5243	0.4719	1.1021
FBXO3	26273	-0.074	0.016	-2.2287	-0.6454	0.5454	0.3821	-0.34	-0.6519	0.6139	-0.4477
FBXO33	254170	-0.4959	-1.0259	-0.364	-0.747	0.2001	-1.257	-0.702	0.1617	-0.1648	-2.238
FBXO34	55030	1.0735	1.1039	-0.6391	-0.2017	-0.2637	-0.7635	0.2812	-0.1065	1.294	-1.0628
FBXO36	130888	-0.6048	-0.6029	-0.4604	0.3971	-0.1927	0.099	0.704	-0.0578	-1.5948	-0.2971
FBXO38	81545	0.7858	-0.4236	-0.3836	0.2155	0.1967	1.0101	0.5622	-0.1445	1.0885	0.7528
FBXO39	162517	0.4308	-1.5995	0.7157	1.6488	0.9336	-0.034	-0.052	1.1584	-1.8546	-0.1949
FBXO40	51725	-2.1214	-2.1214	-2.1214	-2.1214	-2.1214	-2.1214	-0.6231	0.1378	-2.1214	-2.1214
FBXO41	150726	-1.0025	-0.1629	-0.4455	0.4421	-0.6659	0.8815	1.3	0.7278	0.2535	2.035
FBXO42	54455	0.0303	0.7873	0.5722	-1.3811	-1.0123	0.0222	0.0072	0.2223	-0.691	-0.5173
FBXO4	26272	0.7706	-0.1415	-0.4442	0.2505	-0.4092	0.6501	-0.4476	-0.5131	0.3807	0.2919
FBXO43	286151	0.2461	1.3969	0.6263	0.7812	-0.5054	-0.7105	-0.4214	-0.433	0.6524	2.6988
FBXO44	93611	-0.8272	0.2068	0.9535	-0.539	0.1418	-0.211	1.1003	-0.1131	-0.3504	0.6422
FBXO45	200933	-0.9777	-1.15	1.8978	1.0986	0.1029	0.5075	-1.5189	0.2641	-0.6813	0.2701
FBXO46	23403	0.4385	-0.3975	-0.5367	-0.1311	-0.4222	0.5145	0.408	0.5744	1.1723	0.2991
FBXO47	494188	-2.1999	-0.4806	-2.1999	1.0438	-2.1999	-2.1999	-2.1999	-2.1999	-0.4305	-2.1999
FBXO48	554251	-0.394	0.0312	-2.3942	-0.6281	-1.0	-0.5322	-0.984	0.6857	-0.158	0.1816
FBXO5	26271	-1.1101	-0.0803	0.6341	-0.6317	0.2815	-0.9041	-2.2398	1.1393	-1.3576	0.1482
FBXO6	26270	-0.3673	0.1409	0.8509	-0.9301	-0.3553	-0.8378	0.819	0.7135	-1.2919	-0.8249
FBXO7	25793	0.993	1.1786	-0.6285	-1.5985	-0.4887	-0.0911	-0.5343	-0.601	-0.8806	-0.5375
FBXO8	26269	1.0241	0.2355	0.1611	-1.8072	-0.3832	-0.68	-0.385	-0.2504	-1.5084	-1.3573
FBXO9	26268	-0.8297	-0.2949	-2.1384	-0.422	0.5979	0.5084	0.1126	0.5935	0.1082	-1.2844
FBXW10	10517	0.9045	0.7156	0.264	0.7063	-2.3727	2.2048	0.4575	0.8635	-0.363	-0.1707
FBXW11	23291	-0.0545	-0.1062	-0.9811	-0.4886	0.1256	0.4736	-0.6969	-0.1571	0.4153	0.0614
FBXW12	285231	-1.1911	-0.2996	-1.1911	-1.1911	0.3129	-0.7519	-1.1911	-1.1911	-0.8646	-1.1911
FBXW2	26190	-0.4577	-0.4479	-0.9291	1.0159	-0.0549	0.7009	-0.7017	-0.1476	-0.4493	0.6391
FBXW4	6468	1.2833	0.6279	-0.1858	-0.5417	0.1407	-1.3943	0.7783	-0.4509	0.4866	1.4804
FBXW5	54461	0.5772	-0.4763	-0.1714	-0.7577	0.3278	0.1167	0.092	-0.6248	0.5818	3.1129
FBXW7	55294	-0.9011	0.3945	-1.411	-1.8836	-0.8116	-0.3993	-0.843	0.2486	0.9463	0.0902
FBXW8	26259	-0.6089	-1.2537	-0.1749	-0.4167	-0.2949	0.0504	-0.2985	0.3708	-1.1727	-0.5669
FBXW9	84261	0.0301	-0.4475	-0.1305	0.8276	0.3571	0.665	0.43	-0.2793	0.501	0.4776
FCAMR	83953	-0.3948	0.247	-0.6963	-0.1565	-1.643	-0.0212	-0.4279	0.7283	0.3827	1.8436
FCAR	2204	-1.1923	-1.5752	1.0212	-1.9833	-0.3119	-1.04	0.7202	1.3978	-1.0124	-0.2982
FCER1A	2205	-0.2292	0.6041	-0.5629	-0.5695	-0.1817	0.1798	-0.1733	0.2743	0.0509	-0.203
FCER1G	2207	0.1385	0.2118	0.2858	0.055	0.2219	-0.8996	0.6011	0.7888	-0.1929	-0.1434
FCER2	2208	-0.4411	-0.8078	-0.9195	-0.5064	-0.5703	-0.6673	-0.9043	-0.4204	-1.1366	1.5593
FCF1	51077	-0.1368	-0.6065	0.619	0.2891	0.1316	-0.8914	-0.0774	0.2982	0.0983	-1.1132
FCGBP	8857	-0.4658	-0.1146	-0.6192	-1.3198	0.1703	-0.8026	-0.2298	0.4444	-0.2283	-0.3248
FCGR1A	2209	0.2035	0.1091	0.438	0.2391	0.3686	-1.4706	0.6458	0.8637	0.2736	0.0257
FCGR1B	2210	-0.1931	-0.0217	0.3621	0.1522	0.4338	-1.197	0.9199	0.6184	0.1383	-0.3626
FCGR1C	100132417	0.1048	-0.1263	-0.0047	-0.1538	0.2704	-0.913	1.0525	0.1149	0.0553	-0.3594
FCGR2A	2212	-0.1263	0.1733	0.811	-0.036	0.1459	-1.1303	0.5392	0.8922	0.1276	0.6488
FCGR2B	2213	0.0241	0.8999	0.3079	-0.5846	0.0848	-0.5348	-0.1797	0.2595	-0.136	0.0648
FCGR2C	9103	-0.5865	0.704	0.3076	-0.2504	0.2209	-0.5273	-0.2621	0.699	0.1611	0.3682
FCGR3A	2214	-0.0363	0.0703	0.5823	0.298	0.5526	-2.1065	0.379	1.1951	0.1599	0.1621
FCGR3B	2215	-0.9902	-1.0754	0.2585	0.1383	0.0747	-0.6564	-0.2466	1.6854	0.6409	-0.5176
FCGRT	2217	1.4204	-1.1356	-2.5899	0.5394	-0.0592	0.2168	0.6127	1.3749	0.7012	-1.2711
FCHO1	23149	0.8473	0.4478	-0.5573	1.1493	-0.1158	0.7289	0.43	0.6504	-1.2371	-0.1755
FCHO2	115548	0.202	-0.5285	-0.3064	0.1017	-0.4232	1.1238	-0.0767	0.0357	0.1742	-1.7879
FCHSD1	89848	0.4907	0.3826	-0.0319	-0.2503	-0.2111	0.9096	0.7314	0.2245	0.9065	1.6303
FCHSD2	9873	0.1327	0.4956	1.3955	0.328	0.1423	-0.4006	0.3016	-0.0022	-0.3889	0.2694
FCN1	2219	0.8316	0.7542	0.1758	-0.7656	0.3045	-0.9063	1.4577	0.9611	-0.3732	-0.0652
FCN2	2220	-0.8452	-1.5724	-1.5724	-1.5724	-1.5724	-1.5724	-1.5724	-1.0172	-0.9107	-1.5724
FCN3	8547	0.079	-1.1844	0.016	0.0501	0.458	0.3705	-1.0443	0.7088	-0.7533	-1.066
FCRL1	115350	-0.532	-1.4926	-1.4926	0.3395	-1.4926	0.1598	-0.1639	-0.5326	-1.114	1.0645
FCRL2	79368	-0.7069	-0.6503	-1.2018	0.3387	-1.2339	0.381	-0.2588	-0.2552	-0.8464	0.7448
FCRL3	115352	-0.188	0.0284	-1.4687	0.1321	-0.6125	0.2924	-0.3099	0.3675	-0.603	0.8663
FCRL4	83417	-1.6053	-1.2137	-1.092	-0.426	-1.6053	2.3115	0.2573	-0.3346	-0.4807	-0.0873
FCRL5	83416	-1.0111	-1.3392	-1.0117	-0.1073	0.4799	1.0183	-0.179	0.0253	-0.3141	1.0921
FCRL6	343413	-0.0257	-0.2675	-0.5077	-0.7035	-0.4205	0.8927	-1.4437	0.6625	-0.3459	-0.9259
FCRLA	84824	-0.4727	-1.0457	-1.1916	0.1005	-0.5252	0.3188	-0.207	-0.2561	-0.8486	0.9816
FCRLB	127943	-1.3847	-0.8839	1.3324	-0.3057	0.1519	0.1414	0.6616	-0.275	0.4641	1.9231
FDFT1	2222	0.6346	0.4153	-0.5964	-0.7437	1.115	0.1268	-0.2083	0.82	1.1382	-0.2034
FDPS	2224	0.1046	0.2404	1.1211	0.5949	0.5668	-0.7437	0.9526	0.3956	1.3765	0.4832
FDPSL2A	619190	-0.3328	-0.5341	-1.0058	0.2855	-1.3751	0.9761	0.4898	1.3955	-0.2369	2.6088
FDX1	2230	-0.8719	0.9851	0.3052	-0.6531	0.6844	-0.59	-0.9351	-0.9062	0.4145	-2.4042
FDX1L	112812	0.1658	-0.5889	1.0423	0.0124	-0.3599	-0.5553	0.1881	-0.531	0.1538	-0.2717
FDXACB1	91893	-0.6297	-1.1076	-0.1553	-0.2754	-0.369	0.1914	1.1063	0.1682	-0.5308	1.119
FDXR	2232	1.2585	-0.6542	-0.4371	-1.1181	0.2409	1.6127	0.4947	-0.5722	-0.8457	2.3059
FECH	2235	0.1411	-0.6209	-0.8469	-0.3134	-0.0153	-0.4624	-0.0418	0.3331	-0.066	-1.3392
FEM1A	55527	-0.4555	-2.4038	-0.9679	-0.8308	-0.4121	0.7051	0.0404	-0.2554	-0.331	1.4499
FEM1B	10116	-0.8568	-0.6266	-1.2624	0.2697	-0.3263	0.2888	-1.2011	-0.0026	-2.2311	2.1353
FEM1C	56929	0.1555	0.864	-0.8133	0.2244	-1.3868	0.2433	0.2263	-0.4579	0.0778	-1.7614
FEN1	2237	0.0407	-0.7808	0.7867	-0.2184	1.2376	-0.6363	-0.8717	0.075	-0.0242	1.0613
FER1L4	80307	0.4348	0.7239	0.4995	0.0386	0.0516	0.9284	0.8655	0.044	0.6674	0.5621
FER1L5	90342	-0.1861	1.3625	-1.0122	1.8526	1.6737	-0.1154	0.5261	0.7575	0.8733	-0.8421
FER1L6	654463	1.3051	0.8866	-0.4629	-0.3007	-0.5329	-1.1393	0.4234	0.6375	1.3215	-1.7437
FER	2241	0.0218	0.7383	0.414	0.0289	-1.07	0.0465	-0.2208	0.1383	0.9701	1.0232
FERD3L	222894	-2.5439	-2.5439	-2.5439	-2.5439	-2.5439	-2.5439	-2.5439	-2.5439	-2.5439	-2.5439
FERMT1	55612	1.024	-0.051	1.5884	0.655	1.0343	0.61	0.7919	0.5972	0.6518	0.1828
FERMT2	10979	-1.0401	-0.4623	-0.1167	0.6581	0.5506	0.2296	-0.0757	-0.2409	-0.5434	-0.6227
FERMT3	83706	0.9902	-0.8604	-0.9799	0.284	-0.5801	-1.0863	0.9149	0.6842	-0.6921	0.954
FES	2242	0.11	0.1374	-0.442	-0.7337	0.357	0.9689	0.4368	0.5112	-0.0839	0.7447
FETUB	26998	-0.7342	-1.316	-1.316	-1.316	-1.316	-0.6038	-1.316	-0.5314	-1.316	-0.8627
